,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
62444,42965,UWPS,medium_airport,Saransk Airport,54.12512969970703,45.21225738525391,676.0,EU,RU,RU-MO,Saransk,yes,UWPS,SKX,,,https://en.wikipedia.org/wiki/Saransk_Airport,Аэропорт Саранск
62445,30804,UWSB,medium_airport,Balakovo Airport,51.8582992554,47.7456016541,95.0,EU,RU,RU-SAR,Balakovo,yes,UWSB,BWO,,,https://en.wikipedia.org/wiki/Balakovo_Airport,"Malaya Bykovka Airport, Аэропорт Балаково, Аэропорт Малая Быковка"
62446,339001,UWSG,large_airport,Gagarin International Airport,51.712778,46.171111,103.0,EU,RU,RU-SAR,Saratov,yes,UWSG,GSV,,http://gsv.aero/en/,https://en.wikipedia.org/wiki/Saratov_Gagarin_Airport,
62448,26410,UWSS,closed,Saratov Central Airport,51.564999,46.0467,499.0,EU,RU,RU-SAR,Saratov,no,UWSS,RTW,,,https://en.wikipedia.org/wiki/Saratov_Tsentralny_Airport,"Saratov Tsentralny Airport, Аэропорт Центральный"
62450,30690,UWUB,small_airport,Beloretsk Airport,53.938389,58.340113,1827.0,EU,RU,RU-BA,Beloretsk,no,UWUB,BCX,,,,
62451,32019,UWUF,small_airport,Neftekamsk Airport,56.1068992615,54.3471984863,456.0,EU,RU,RU-BA,Neftekamsk,no,UWUF,NEF,,,https://en.wikipedia.org/wiki/Neftekamsk_Airport,"УВУФ, Нефтекамск"
62452,32112,UWUK,small_airport,Oktyabrskiy Airport,54.4399986267,53.3883018494,377.0,EU,RU,RU-TA,Kzyl-Yar,no,UWUK,OKT,,,https://en.wikipedia.org/wiki/Oktyabrsky_Airport,"Oktyabrsky Airport, Аэропорт Октябрьский"
62454,26411,UWUU,large_airport,Ufa International Airport,54.557498931885,55.874401092529,449.0,EU,RU,RU-BA,Ufa,yes,UWUU,UFA,,http://www.airportufa.ru/en/,https://en.wikipedia.org/wiki/Ufa_International_Airport,Международный аэропорт Уфа
62461,26412,UWWW,large_airport,Kurumoch International Airport,53.504901885986,50.16429901123,477.0,EU,RU,RU-SAM,Samara,yes,UWWW,KUF,,http://airport.samara.ru/en/,https://en.wikipedia.org/wiki/Kurumoch_International_Airport,
62627,313332,UZM,small_airport,Hope Bay Aerodrome,68.156,-106.618,150.0,,CA,CA-NU,Hope Bay,no,,UZM,CHB3,,https://en.wikipedia.org/wiki/Hope_Bay_Aerodrome,
62628,313684,UZR,small_airport,Urzhar Airport,47.09115,81.66521,,AS,KZ,KZ-VOS,Urzhar,yes,UASU,UZR,,,,"Urdzhar, Үржар, Урджар"
62655,3288,VA1G,medium_airport,"Rewa Airport, Chorhata, REWA",24.503401,81.220299,1000.0,AS,IN,IN-MP,Rewa,no,VA1G,REW,VA1G,,,
62663,3296,VA1P,small_airport,Diu Airport,20.7131,70.921097,31.0,AS,IN,IN-DD,Diu,yes,VA1P,DIU,VA1P,http://aai.aero/allAirports/diu_airpo_gi.jsp,https://en.wikipedia.org/wiki/Diu_Airport,
62743,26431,VAAH,medium_airport,Sardar Vallabhbhai Patel International Airport,23.0771999359,72.63469696039999,189.0,AS,IN,IN-GJ,Ahmedabad,yes,VAAH,AMD,,,https://en.wikipedia.org/wiki/Sardar_Vallabhbhai_Patel_International_Airport,Gandhinagar Air Force Station
62744,26432,VAAK,medium_airport,Akola Airport,20.698931,77.056883,999.0,AS,IN,IN-MM,Akola,no,VAAK,AKD,,,https://en.wikipedia.org/wiki/Akola_Airport,Shioni Airport
62745,26433,VAAU,medium_airport,Aurangabad Airport,19.862699508666992,75.39810180664062,1911.0,AS,IN,IN-MM,Aurangabad,yes,VAAU,IXU,,http://aai.aero/allAirports/aurangabad_generalinfo.jsp,https://en.wikipedia.org/wiki/Aurangabad_Airport,Chikkalthana Airport
62746,26434,VABB,large_airport,Chhatrapati Shivaji International Airport,19.0886993408,72.8678970337,39.0,AS,IN,IN-MM,Mumbai,yes,VABB,BOM,,http://www.csia.in/,https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,"Bombay, Sahar International Airport"
62747,26435,VABI,medium_airport,Bilaspur Airport,21.9884,82.111,899.0,AS,IN,IN-CT,Bilaspur,yes,VEBU,PAB,,,https://en.wikipedia.org/wiki/Bilaspur_Airport,VABI
62748,26436,VABJ,medium_airport,Bhuj Airport,23.2877998352,69.6701965332,268.0,AS,IN,IN-GJ,Bhuj,yes,VABJ,BHJ,,http://aai.aero/allAirports/bhuj_generalinfo.jsp,https://en.wikipedia.org/wiki/Bhuj_Airport,"Bhuj Rudra Mata Air Force Station, Shyamji Krishna Verma, Bhuj Airport"
62749,26437,VABM,medium_airport,Belagavi Airport,15.8593,74.618301,2487.0,AS,IN,IN-KA,Belgaum,yes,VOBM,IXG,,,https://en.wikipedia.org/wiki/Belgaum_Airport,VABM
62750,26438,VABO,medium_airport,Vadodara Airport,22.336201,73.226303,129.0,AS,IN,IN-GJ,Vadodara,yes,VABO,BDQ,,http://aai.aero/allAirports/vadodara_generalinfo.jsp,https://en.wikipedia.org/wiki/Vadodara_Airport,Civil Airport Harni
62751,26439,VABP,medium_airport,Raja Bhoj International Airport,23.2875003815,77.3374023438,1711.0,AS,IN,IN-MP,Bhopal,yes,VABP,BHO,,http://aai.aero/allAirports/bhopal_generalinfo.jsp,https://en.wikipedia.org/wiki/Bhopal_Airport,
62752,26440,VABV,medium_airport,Bhavnagar Airport,21.752199173,72.1852035522,44.0,AS,IN,IN-GJ,Bhavnagar,yes,VABV,BHU,,http://aai.aero/allAirports/bhavnagar.jsp,https://en.wikipedia.org/wiki/Bhavnagar_Airport,
62753,26441,VADN,medium_airport,Daman Airport,20.434401,72.843201,33.0,AS,IN,IN-DD,Daman,no,VADN,NMB,,,https://en.wikipedia.org/wiki/Daman_Airport,
62755,26443,VAGN,small_airport,Guna Airport,24.654699,77.347298,1600.0,AS,IN,IN-MP,,no,VAGN,GUX,,,,
62756,26444,VAGO,large_airport,Dabolim Airport,15.3808002472,73.8313980103,150.0,AS,IN,IN-GA,Vasco da Gama,yes,VOGO,GOI,,,https://en.wikipedia.org/wiki/Dabolim_Airport,"Goa Airport, Dabolim Navy Airbase, दाबोळी विमानतळ"
62757,26445,VAHB,medium_airport,Hubli Airport,15.361700058,75.08489990230001,2171.0,AS,IN,IN-KA,Hubli,yes,VOHB,HBX,,http://www.airportsindia.org.in/allAirports/hubli_generalinfo.jsp,https://en.wikipedia.org/wiki/Hubli_Airport,VAHB
62758,26446,VAID,medium_airport,Devi Ahilyabai Holkar Airport,22.7217998505,75.8011016846,1850.0,AS,IN,IN-MP,Indore,yes,VAID,IDR,,http://aai.aero/allAirports/indore_technicalinfo.jsp,https://en.wikipedia.org/wiki/Devi_Ahilyabai_Holkar_International_Airport,
62759,26447,VAJB,medium_airport,Jabalpur Airport,23.17779922485352,80.052001953125,1624.0,AS,IN,IN-MP,,yes,VAJB,JLR,,,https://en.wikipedia.org/wiki/Jabalpur_Airport,
62761,26448,VAJM,medium_airport,Jamnagar Airport,22.465499877929688,70.01260375976562,69.0,AS,IN,IN-GJ,Jamnagar,yes,VAJM,JGA,,,https://en.wikipedia.org/wiki/Jamnagar_Airport,Jamnagar Air Force Station
62762,26449,VAKE,medium_airport,Kandla Airport,23.1127,70.100304,96.0,AS,IN,IN-GJ,Kandla,yes,VAKE,IXY,,http://aai.aero/allAirports/kandla_generalinfo.jsp,https://en.wikipedia.org/wiki/Kandla_Airport,
62763,26450,VAKJ,medium_airport,Khajuraho Airport,24.8172,79.918602,728.0,AS,IN,IN-MP,Khajuraho,yes,VEKO,HJR,,https://www.aai.aero/en/airports/khajuraho,https://en.wikipedia.org/wiki/Khajuraho_Airport,VAKJ
62764,26451,VAKP,medium_airport,Kolhapur Airport,16.6646995544,74.2893981934,1996.0,AS,IN,IN-MM,,yes,VAKP,KLH,,,https://en.wikipedia.org/wiki/Kolhapur_Airport,
62765,26452,VAKS,medium_airport,Keshod Airport,21.317101,70.270401,167.0,AS,IN,IN-GJ,Keshod,no,VAKS,IXK,,,,
62767,30180,VAND,medium_airport,Nanded Airport,19.1833000183,77.31670379639999,1250.0,AS,IN,IN-MM,Nanded,yes,VAND,NDC,,,https://en.wikipedia.org/wiki/Nanded_Airport,
62768,26453,VANP,medium_airport,Dr. Babasaheb Ambedkar International Airport,21.092199,79.047203,1033.0,AS,IN,IN-MM,Nagpur,yes,VANP,NAG,,http://aai.aero/allAirports/nagpur1_generalinfo.jsp,https://en.wikipedia.org/wiki/Dr._Babasaheb_Ambedkar_International_Airport,"Sonegaon Airport, Sonegaon Air Force Station"
62770,3301,VAOZ,medium_airport,Nashik Airport,20.119101,73.912903,1900.0,AS,IN,IN-MM,Nasik,yes,VAOZ,ISK,,,https://en.wikipedia.org/wiki/Nashik_Airport,VA35
62771,26455,VAPO,medium_airport,Pune Airport / Lohagaon Air Force Station,18.5821,73.919701,1942.0,AS,IN,IN-MM,Pune,yes,VAPO,PNQ,,,https://en.wikipedia.org/wiki/Pune_Airport,"Lohegaon Airport, Lohegaon Air Force Station"
62772,26456,VAPR,medium_airport,Porbandar Airport,21.649524,69.656405,23.0,AS,IN,IN-GJ,Porbandar,yes,VAPR,PBD,,http://www.airportsindia.org.in/allAirports/porbander.jsp,https://en.wikipedia.org/wiki/Porbandar_Airport,
62773,26457,VARG,medium_airport,Ratnagiri Airport,17.013599,73.327797,305.0,AS,IN,IN-MM,,no,VARG,RTC,,,https://en.wikipedia.org/wiki/Ratnagiri_Airport,
62774,26458,VARK,medium_airport,Rajkot Airport,22.3092002869,70.77950286869999,441.0,AS,IN,IN-GJ,Rajkot,yes,VARK,RAJ,,http://www.airportsindia.org.in/allAirports/rajkot.jsp,https://en.wikipedia.org/wiki/Rajkot_Airport,
62775,26459,VARP,small_airport,Swami Vivekananda Airport,21.180401,81.7388,1041.0,AS,IN,IN-CT,Raipur,yes,VERP,RPR,,http://aai.aero/allAirports/raipur_generalinfo.jsp,https://en.wikipedia.org/wiki/Swami_Vivekananda_Airport,"Mana Airport,Raipur Airport"
62776,327452,VASD,medium_airport,Shirdi Airport,19.688752,74.377354,1926.0,AS,IN,IN-MM,Kakadi,yes,VASD,SAG,,,https://en.wikipedia.org/wiki/Shirdi_Airport,"Ahmednagar, Saibaba"
62777,26460,VASL,medium_airport,Solapur Airport,17.6280002594,75.93479919430001,1584.0,AS,IN,IN-MM,Solapur,no,VASL,SSE,,,https://en.wikipedia.org/wiki/Solapur_Airport,Sholapur
62778,26461,VASU,medium_airport,Surat Airport,21.1140995026,72.7417984009,16.0,AS,IN,IN-GJ,,yes,VASU,STV,,,,
62779,26462,VAUD,medium_airport,Maharana Pratap Airport,24.6177005768,73.89610290530001,1684.0,AS,IN,IN-RJ,Udaipur,yes,VAUD,UDR,,http://www.airportsindia.org.in/allAirports/udaipur_airpo_gi.jsp,https://en.wikipedia.org/wiki/Udaipur_Airport,Dabok Airport
62781,26463,VCBI,large_airport,Bandaranaike International Colombo Airport,7.180759906768799,79.88410186767578,30.0,AS,LK,LK-1,Colombo,yes,VCBI,CMB,,http://www.airport.lk/,https://en.wikipedia.org/wiki/Bandaranaike_International_Airport,"RAF Negombo, Katunayake International Airport"
62782,340292,VCC,closed,Limbé Airport,4.01583,9.19999,-3.0,AF,CM,CM-SW,Limbé,no,,VCC,,,,
62783,26464,VCCA,medium_airport,Anuradhapura Airport,8.301542,80.42848,324.0,AS,LK,LK-7,Anuradhapura,no,VCCA,ACJ,,,https://en.wikipedia.org/wiki/Anuradhapura_Airport,SLAF Anuradhapura
62784,26465,VCCB,medium_airport,Batticaloa Airport,7.70576,81.678802,20.0,AS,LK,LK-5,Batticaloa,yes,VCCB,BTC,,,https://en.wikipedia.org/wiki/Batticaloa_Airport,
62785,26466,VCCC,medium_airport,Colombo Ratmalana Airport,6.821990013122559,79.88619995117188,22.0,AS,LK,LK-1,Colombo,yes,VCCC,RML,,,https://en.wikipedia.org/wiki/Ratmalana_Airport,
62786,26467,VCCG,medium_airport,Ampara Airport,7.336745,81.623869,150.0,AS,LK,LK-5,Ampara,no,VCCG,ADP,,,https://en.wikipedia.org/wiki/Amparai_Airport,"GOY, Gal Oya Airport"
62787,31927,VCCH,medium_airport,Hingurakgoda Air Force Base,8.04981,80.9814,170.0,AS,LK,LK-7,Polonnaruwa Town,no,VCCH,HIM,,http://www.airforce.lk/pages.php?pages=hingurakgoda,https://en.wikipedia.org/wiki/Hingurakgoda_Airport,"MNH, Minneriya Airport"
62788,26468,VCCJ,medium_airport,Kankesanturai Airport,9.792329788208008,80.07009887695312,33.0,AS,LK,LK-4,Jaffna,yes,VCCJ,JAF,,,https://en.wikipedia.org/wiki/Kankesanturai_Airport,SLAF Palaly
62789,26469,VCCK,medium_airport,Koggala Airport,5.993680000305176,80.32029724121094,10.0,AS,LK,LK-3,Galle,yes,VCCK,KCT,,,https://en.wikipedia.org/wiki/Koggala_Airport,SLAF Koggala
62790,26470,VCCN,small_airport,Katukurunda Air Force Base,6.55212020874,79.9775009155,10.0,AS,LK,LK-1,Kalutara,no,VCCN,KTY,VC14,,https://en.wikipedia.org/wiki/Katukurunda_Airport,SLAF Katukurunda
62791,4392,VCCS,small_airport,Sigiriya Air Force Base,7.956669807430001,80.7285003662,630.0,AS,LK,LK-2,Sigiriya,no,VCCS,GIU,,http://www.airforce.lk/pages.php?pages=sigiriya,,"VC15, SLAF Sigiriya"
62792,26471,VCCT,medium_airport,China Bay Airport,8.5385103225708,81.18190002441406,6.0,AS,LK,LK-5,Trincomalee,yes,VCCT,TRR,,,https://en.wikipedia.org/wiki/China_Bay_Airport,"SLAF China Bay, RAF China Bay, Trincomalee Airport"
62794,26472,VCCW,small_airport,Weerawila Airport,6.25448989868,81.23519897460001,50.0,AS,LK,LK-3,Weerawila,yes,VCCW,WRZ,,,https://en.wikipedia.org/wiki/Weerawila_Airport,Wirawila Airport
62795,309579,VCRI,large_airport,Mattala Rajapaksa International Airport,6.284467,81.124128,157.0,AS,LK,LK-3,,yes,VCRI,HRI,VCRI,http://www.mria.lk/,https://en.wikipedia.org/wiki/Mattala_Rajapaksa_International_Airport,Hambantota International Airport
62796,26473,VDBG,medium_airport,Battambang Airport,13.095600128173828,103.2239990234375,59.0,AS,KH,KH-2,Battambang,yes,VDBG,BBM,,,https://en.wikipedia.org/wiki/Battambang_Airport,
62798,26474,VDKH,medium_airport,Kampong Chhnang Airport,12.255032,104.564657,56.0,AS,KH,KH-4,Kampong Chhnang,no,VDKH,KZC,,,https://en.wikipedia.org/wiki/Kampong_Chhnang_Airport,
62799,46543,VDKK,small_airport,Koh Kong Airport,11.613397,102.997084,,AS,KH,KH-9,Krong Khemara Phoumin,no,VDKK,KKZ,,,,
62801,46544,VDMK,small_airport,Mondulkiri Airport,12.463648,107.187252,,AS,KH,KH-11,Sen Monorom,no,VDMK,MWV,,,https://en.wikipedia.org/wiki/Mondulkiri_Airport,
62802,26475,VDPP,large_airport,Phnom Penh International Airport,11.5466,104.844002,40.0,AS,KH,KH-12,Phnom Penh (Pou Senchey),yes,VDPP,PNH,,http://www.cambodia-airports.com/phnompenh/en/,https://en.wikipedia.org/wiki/Phnom_Penh_International_Airport,Pochentong International Airport
62803,35306,VDRK,medium_airport,Ratanakiri Airport,13.729999542236328,106.98699951171876,,AS,KH,KH-16,Ratanakiri,no,VDRK,RBE,,,https://en.wikipedia.org/wiki/Ratanankiri_Airport,
62804,26476,VDSR,large_airport,Siem Reap International Airport,13.41155,103.813044,60.0,AS,KH,KH-17,Siem Reap,yes,VDSR,REP,,http://www.cambodia-airports.com/siemreap/en,https://en.wikipedia.org/wiki/Siem_Reap_International_Airport,Angkor International Airport
62805,26477,VDST,heliport,Stung Treng Airport,13.5319,106.014999,203.0,AS,KH,KH-19,Stung Treng,no,VDST,TNX,,,https://en.wikipedia.org/wiki/Stung_Treng_Airport,
62806,26478,VDSV,small_airport,Sihanoukville International Airport,10.5797,103.637001,33.0,AS,KH,KH-18,Sihanoukville,yes,VDSV,KOS,,http://www.sihanoukville-cambodia.com/about-sihanoukville/airport.html,https://en.wikipedia.org/wiki/Sihanoukville_International_Airport,Kompong Som
62807,313338,VDSY,small_airport,Krakor Airport,12.5385,104.1486,62.0,AS,KH,KH-15,Krakor,no,VDSY,KZD,,,https://en.wikipedia.org/wiki/Krakor_Airport,
62902,40444,VE-0095,heliport,Isla de Tigre  Heliport,9.56999969482422,-62.43669891357422,20.0,SA,VE,VE-Y,Isla de Tigre,no,,ELX,,,,
62921,40463,VE-0114,small_airport,Lagunillas Airport,10.12399959564209,-71.23799896240234,2469.0,SA,VE,VE-V,Lagunillas,no,,LGY,,,,
63012,41598,VE-0205,small_airport,Kamarata Airport,5.7171,-62.33727,1770.0,SA,VE,VE-F,Kamarata,no,SVKM,KTV,,,,
63013,41599,VE-0206,small_airport,La Guaira Airport,10.5333299637,-67.0333328247,2569.0,SA,VE,VE-X,La Guaira,no,,LAG,,,,
63014,41600,VE-0207,small_airport,Macagua Airport,8.2788,-62.6652,231.0,SA,VE,VE-F,Ciudad Guayana,no,SVMU,SFX,,,,San Felix Airport
63015,41601,VE-0208,small_airport,San Salvador de Paul Airport,7.0,-62.0,576.0,SA,VE,VE-F,San Salvador de Paul,no,,SVV,,,,
63016,41602,VE-0209,small_airport,Wonken Airport,5.25,-61.73333358764648,3250.0,SA,VE,VE-F,Wonken,no,,WOK,,,,
63033,3319,VE89,small_airport,Darbhanga Airport,26.192801,85.916901,156.0,AS,IN,IN-BR,"Darbhanga, Bihar, India",yes,VE89,DBR,VE89,,https://en.wikipedia.org/wiki/Darbhanga_Airport,
63036,26488,VEAN,medium_airport,Along Airport,28.17530059814453,94.802001953125,900.0,AS,IN,IN-AR,,no,VEAN,IXV,,,https://en.wikipedia.org/wiki/Along_Airport,
63037,26489,VEAT,medium_airport,Agartala Airport,23.8869991302,91.2404022217,46.0,AS,IN,IN-TR,Agartala,yes,VEAT,IXA,,,https://en.wikipedia.org/wiki/Agartala_Airport,"Singerbhil Airport, Agartala Air Force Station"
63040,26491,VEBD,medium_airport,Bagdogra Airport,26.68120002746582,88.32859802246094,412.0,AS,IN,IN-WB,Siliguri,yes,VEBD,IXB,,http://aai.aero/allAirports/bagdogra_generalinfo.jsp,https://en.wikipedia.org/wiki/Bagdogra_Airport,Bagdogra Air Force Station
63041,32206,VEBG,small_airport,Balurghat Airport,25.261699676513672,88.79560089111328,78.0,AS,IN,IN-WB,Balurghat,no,VEBG,RGH,,,,
63042,26492,VEBI,medium_airport,Shillong Airport,25.70359992980957,91.97869873046876,2910.0,AS,IN,IN-ML,Shillong,yes,VEBI,SHL,,,https://en.wikipedia.org/wiki/Shillong_Airport,"Barapani Airport, Barapani Air Force Station, Umroi Airport"
63045,26494,VEBS,medium_airport,Biju Patnaik Airport,20.2444000244,85.8178024292,138.0,AS,IN,IN-OR,Bhubaneswar,yes,VEBS,BBI,,http://aai.aero/allAirports/bhubaneshwar_generalinfo.jsp,https://en.wikipedia.org/wiki/Biju_Patnaik_Airport,
63047,26496,VECC,large_airport,Netaji Subhash Chandra Bose International Airport,22.654699325561523,88.44670104980469,16.0,AS,IN,IN-WB,Kolkata,yes,VECC,CCU,,,https://en.wikipedia.org/wiki/Netaji_Subhash_Chandra_Bose_International_Airport,"Calcutta, Kolkatta, Dum Dum Air Force Station"
63049,26497,VECO,small_airport,Cooch Behar Airport,26.330499649,89.4672012329,138.0,AS,IN,IN-WB,,no,VECO,COH,,,,
63050,26498,VEDB,medium_airport,Dhanbad Airport,23.833999633789062,86.42530059814453,847.0,AS,IN,IN-BR,,no,VEDB,DBD,,,,
63051,317982,VEDG,medium_airport,Kazi Nazrul Islam Airport,23.6225,87.243,300.0,AS,IN,IN-WB,Durgapur,yes,VEDG,RDP,,,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam_Airport,"Andal Airport, Durgapur Airport"
63053,44474,VEDZ,small_airport,Daporijo Airport,27.9855003357,94.22280120850002,750.0,AS,IN,IN-AR,Daporijo,no,VEDZ,DEP,,,https://en.wikipedia.org/wiki/Daporijo_Airport,"Deparijo, Daparizo, Deparizo, DAE"
63054,26500,VEGK,medium_airport,Gorakhpur Airport,26.7397003174,83.4496994019,259.0,AS,IN,IN-UP,Gorakhpur,yes,VEGK,GOP,,http://www.aai.aero/allAirports/gorakhpur.jsp,https://en.wikipedia.org/wiki/Gorakhpur_Airport,Gorakhpur Air Force Station
63055,26501,VEGT,medium_airport,Lokpriya Gopinath Bordoloi International Airport,26.10610008239746,91.58589935302734,162.0,AS,IN,IN-AS,Guwahati,yes,VEGT,GAU,,http://aai.aero/guwahati/index.jsp,https://en.wikipedia.org/wiki/Lokpriya_Gopinath_Bordoloi_International_Airport,"Borjhar Airport, Mountain Shadow Air Force Station"
63056,26502,VEGY,medium_airport,Gaya Airport,24.74430084228516,84.95120239257812,380.0,AS,IN,IN-BR,,yes,VEGY,GAY,,,https://en.wikipedia.org/wiki/Gaya_Airport,
63058,26504,VEIM,medium_airport,Imphal Airport,24.7600002289,93.896697998,2540.0,AS,IN,IN-MN,Imphal,yes,VEIM,IMF,,http://www.aai.aero/allAirports/imphal_gen.jsp,https://en.wikipedia.org/wiki/Imphal_Airport,
63059,26505,VEJH,small_airport,Jharsuguda Airport,21.9135,84.0504,751.0,AS,IN,IN-OR,,no,VEJH,JRG,,,https://en.wikipedia.org/wiki/Jharsuguda_Airport,
63060,32183,VEJP,small_airport,Jeypore Airport,18.8799991607666,82.552001953125,1952.0,AS,IN,IN-OR,Jeypore,no,VEJP,PYB,,,,"Jeypur, Jaypur"
63061,26506,VEJS,medium_airport,Sonari Airport,22.813786,86.169739,475.0,AS,IN,IN-JH,Jamshedpur,no,VEJS,IXW,,,https://en.wikipedia.org/wiki/Sonari_Airport,
63062,26507,VEJT,medium_airport,Jorhat Airport,26.7315006256,94.1754989624,311.0,AS,IN,IN-AS,Jorhat,yes,VEJT,JRH,,http://aai.aero/allAirports/jorhat_airpo_gi.jsp,https://en.wikipedia.org/wiki/Jorhat_Airport,"Rowriah Airport, Jorhat Air Force Station"
63064,30005,VEKM,small_airport,Kamalpur Airport,24.13170051574707,91.81420135498048,131.0,AS,IN,IN-TR,,no,VEKM,IXQ,,,,
63065,26508,VEKR,medium_airport,Kailashahar Airport,24.30820083618164,92.0072021484375,79.0,AS,IN,IN-TR,,no,VEKR,IXH,,,https://en.wikipedia.org/wiki/Kailashahar_Airport,
63066,26509,VEKU,medium_airport,Silchar Airport,24.9129009247,92.9786987305,352.0,AS,IN,IN-AS,Silchar,yes,VEKU,IXS,,http://aai.aero/allAirports/silchar_general.jsp,https://en.wikipedia.org/wiki/Silchar_Airport,Kumbhigram Air Force Station
63067,31691,VEKW,small_airport,Khowai Airport,24.061899,91.603897,95.0,AS,IN,IN-TR,Khowai,no,VEKW,IXN,,,https://en.wikipedia.org/wiki/Khowai_Airport,
63068,26510,VELP,medium_airport,Lengpui Airport,23.840599,92.619698,1398.0,AS,IN,IN-MZ,Aizawl (Lengpui),yes,VELP,AJL,,http://www.aai.aero/allAirports/lengpui.jsp,https://en.wikipedia.org/wiki/Lengpui_Airport,
63069,26511,VELR,medium_airport,North Lakhimpur Airport,27.295499801635746,94.09760284423828,330.0,AS,IN,IN-AS,Lilabari,yes,VELR,IXI,,,https://en.wikipedia.org/wiki/Lilabari_Airport,
63070,31799,VEMH,small_airport,Malda Airport,25.033001,88.133003,79.0,AS,IN,IN-WB,Malda,no,VEMH,LDA,,,https://en.wikipedia.org/wiki/Malda_Airport,English Bazar
63071,26512,VEMN,medium_airport,Dibrugarh Airport,27.4839000702,95.0168991089,362.0,AS,IN,IN-AS,Dibrugarh,yes,VEMN,DIB,,,https://en.wikipedia.org/wiki/Dibrugarh_Airport,Mohanbari Air Force Station
63072,26513,VEMR,medium_airport,Dimapur Airport,25.8838996887,93.7711029053,487.0,AS,IN,IN-NL,Dimapur,yes,VEMR,DMU,,,https://en.wikipedia.org/wiki/Dimapur_Airport,
63073,26514,VEMZ,medium_airport,Muzaffarpur Airport,26.11910057067871,85.3136978149414,174.0,AS,IN,IN-BR,,no,VEMZ,MZU,,,,
63075,31692,VEPG,small_airport,Pasighat Airport,28.06609916687012,95.33560180664062,477.0,AS,IN,IN-AR,Pasighat,no,VEPG,IXT,,,https://en.wikipedia.org/wiki/Pasighat_Airport,
63078,26517,VEPT,medium_airport,Lok Nayak Jayaprakash Airport,25.591299057,85.0879974365,170.0,AS,IN,IN-BR,Patna,yes,VEPT,PAT,,http://airportsindia.org.in/allAirports/patna_techinfo.jsp,https://en.wikipedia.org/wiki/Lok_Nayak_Jayaprakash_Airport,
